var_from,var_to,corr
Mean cell volume (fL),MFA 16:1 (Hexadecenoic) (gm),0.0686
SFA 10:0 (Decanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.5225
Vitamin C (mg),MFA 16:1 (Hexadecenoic) (gm),0.1829
Albumin (g/L),MFA 16:1 (Hexadecenoic) (gm),0.1234
Monocyte percent (%),MFA 16:1 (Hexadecenoic) (gm),-0.0554
PFA 20:5 (Eicosapentaenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4341
SFA 6:0 (Hexanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4447
Basophils percent (%),MFA 16:1 (Hexadecenoic) (gm),0.0359
Vitamin B12 (mcg),MFA 16:1 (Hexadecenoic) (gm),0.5242
Vitamin B6 (mg),MFA 16:1 (Hexadecenoic) (gm),0.5105
Magnesium (mg),MFA 16:1 (Hexadecenoic) (gm),0.524
PFA 18:3 (Octadecatrienoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.5814
SFA 16:0 (Hexadecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.8413
Segmented neutrophils num (1000 cell/uL),MFA 16:1 (Hexadecenoic) (gm),0.0207
White blood cell count (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),0.0154
Monocyte number (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),-0.0251
Lactate dehydrogenase (U/L),MFA 16:1 (Hexadecenoic) (gm),0.0476
SFA 12:0 (Dodecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4708
Eosinophils percent (%),MFA 16:1 (Hexadecenoic) (gm),0.0457
SFA 4:0 (Butanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.5454
MFA 22:1 (Docosenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.2023
Phosphorus (mg),MFA 16:1 (Hexadecenoic) (gm),0.7179
Total bilirubin (umol/L),MFA 16:1 (Hexadecenoic) (gm),0.0218
"Albumin, urine (mg/L)",MFA 16:1 (Hexadecenoic) (gm),-0.0714
PFA 22:5 (Docosapentaenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4707
Mean platelet volume (fL),MFA 16:1 (Hexadecenoic) (gm),-0.0654
Retinol (mcg),MFA 16:1 (Hexadecenoic) (gm),0.4662
SFA 18:0 (Octadecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.8618
Red blood cell count (million cells/uL),MFA 16:1 (Hexadecenoic) (gm),0.1061
Zinc (mg),MFA 16:1 (Hexadecenoic) (gm),0.6847
"Cotinine, Serum (ng/mL)",MFA 16:1 (Hexadecenoic) (gm),-0.0358
"Iron, refrigerated serum  (umol/L)",MFA 16:1 (Hexadecenoic) (gm),0.0555
Niacin (mg),MFA 16:1 (Hexadecenoic) (gm),0.6047
Total monounsaturated fatty acids (gm),MFA 16:1 (Hexadecenoic) (gm),0.8
"Vitamin A, RAE (mcg)",MFA 16:1 (Hexadecenoic) (gm),0.41
PFA 18:4 (Octadecatetraenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.2802
Gamma glutamyl transferase (U/L),MFA 16:1 (Hexadecenoic) (gm),0.0983
Globulin (g/L),MFA 16:1 (Hexadecenoic) (gm),-0.0764
PFA 22:6 (Docosahexaenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.3181
SFA 8:0 (Octanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4455
Lymphocyte number (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),0.0132
Creatinine (umol/L),MFA 16:1 (Hexadecenoic) (gm),0.1166
Potassium (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.0587
Uric acid (umol/L),MFA 16:1 (Hexadecenoic) (gm),0.0837
Glycohemoglobin (%),MFA 16:1 (Hexadecenoic) (gm),0.0117
Riboflavin (Vitamin B2) (mg),MFA 16:1 (Hexadecenoic) (gm),0.5602
Total polyunsaturated fatty acids (gm),MFA 16:1 (Hexadecenoic) (gm),0.5433
Total sugars (gm),MFA 16:1 (Hexadecenoic) (gm),0.2935
"Glucose, refrigerated serum (mmol/L)",MFA 16:1 (Hexadecenoic) (gm),0.0586
Phosphorus (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.025
Red cell distribution width (%),MFA 16:1 (Hexadecenoic) (gm),-0.0954
Segmented neutrophils percent (%),MFA 16:1 (Hexadecenoic) (gm),0.0238
Vitamin K (mcg),MFA 16:1 (Hexadecenoic) (gm),0.2667
Alkaline phosphatase (IU/L),MFA 16:1 (Hexadecenoic) (gm),0.1391
Eosinophils number (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),0.034
Protein (gm),MFA 16:1 (Hexadecenoic) (gm),0.7634
Theobromine (mg),MFA 16:1 (Hexadecenoic) (gm),0.0671
Basophils number (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),-0.0143
Chloride (mmol/L),MFA 16:1 (Hexadecenoic) (gm),-0.1006
Mean cell hemoglobin (pg),MFA 16:1 (Hexadecenoic) (gm),0.0933
PFA 20:4 (Eicosatetraenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.574
Cholesterol (mmol/L),MFA 16:1 (Hexadecenoic) (gm),-0.0175
Blood urea nitrogen (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.215
MFA 20:1 (Eicosenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.6147
Bicarbonate (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.169
Sodium (mmol/L),MFA 16:1 (Hexadecenoic) (gm),-0.015
Potassium (mg),MFA 16:1 (Hexadecenoic) (gm),0.582
Sodium (mg),MFA 16:1 (Hexadecenoic) (gm),0.705
Hematocrit (%),MFA 16:1 (Hexadecenoic) (gm),0.1541
Total calcium (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.0489
Alanine aminotransferase ALT (U/L),MFA 16:1 (Hexadecenoic) (gm),0.1161
Hemoglobin (g/dL),MFA 16:1 (Hexadecenoic) (gm),0.1652
SFA 14:0 (Tetradecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.7389
Selenium (mcg),MFA 16:1 (Hexadecenoic) (gm),0.6847
Total fat (gm),MFA 16:1 (Hexadecenoic) (gm),0.7949
Lymphocyte percent (%),MFA 16:1 (Hexadecenoic) (gm),-0.005
Total saturated fatty acids (gm),MFA 16:1 (Hexadecenoic) (gm),0.833
Aspartate aminotransferase AST (U/L),MFA 16:1 (Hexadecenoic) (gm),0.1366
Platelet count (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),-0.0871
Thiamin (Vitamin B1) (mg),MFA 16:1 (Hexadecenoic) (gm),0.501
PFA 18:2 (Octadecadienoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.5288
Mean platelet volume (fL),MFA 18:1 (Octadecenoic) (gm),-0.0281
SFA 10:0 (Decanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.4607
Red cell distribution width (%),MFA 18:1 (Octadecenoic) (gm),-0.0983
Mean cell volume (fL),MFA 18:1 (Octadecenoic) (gm),0.0509
Alanine aminotransferase ALT (U/L),MFA 18:1 (Octadecenoic) (gm),0.1388
Cholesterol (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0371
Retinol (mcg),MFA 18:1 (Octadecenoic) (gm),0.3693
Total sugars (gm),MFA 18:1 (Octadecenoic) (gm),0.4402
Total polyunsaturated fatty acids (gm),MFA 18:1 (Octadecenoic) (gm),0.8349
"Vitamin A, RAE (mcg)",MFA 18:1 (Octadecenoic) (gm),0.3498
Lymphocyte percent (%),MFA 18:1 (Octadecenoic) (gm),-0.0175
Globulin (g/L),MFA 18:1 (Octadecenoic) (gm),-0.0588
PFA 22:5 (Docosapentaenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3724
Eosinophils percent (%),MFA 18:1 (Octadecenoic) (gm),0.0744
Moisture (gm),MFA 18:1 (Octadecenoic) (gm),0.2434
Platelet count (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),-0.1111
PFA 18:2 (Octadecadienoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.8283
Theobromine (mg),MFA 18:1 (Octadecenoic) (gm),0.1747
Phosphorus (mg),MFA 18:1 (Octadecenoic) (gm),0.7907
Creatinine (umol/L),MFA 18:1 (Octadecenoic) (gm),0.1803
"Albumin, urine (mg/L)",MFA 18:1 (Octadecenoic) (gm),-0.0992
PFA 22:6 (Docosahexaenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3512
PFA 20:5 (Eicosapentaenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.358
Potassium (mg),MFA 18:1 (Octadecenoic) (gm),0.7108
Blood urea nitrogen (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.1175
"Triglycerides, refrigerated  (mmol/L)",MFA 18:1 (Octadecenoic) (gm),0.018
SFA 6:0 (Hexanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3567
Potassium (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0049
Total fat (gm),MFA 18:1 (Octadecenoic) (gm),0.9644
Red blood cell count (million cells/uL),MFA 18:1 (Octadecenoic) (gm),0.1186
SFA 8:0 (Octanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.407
Vitamin K (mcg),MFA 18:1 (Octadecenoic) (gm),0.4805
Niacin (mg),MFA 18:1 (Octadecenoic) (gm),0.6604
Gamma glutamyl transferase (U/L),MFA 18:1 (Octadecenoic) (gm),0.0862
Total saturated fatty acids (gm),MFA 18:1 (Octadecenoic) (gm),0.8607
"Cotinine, Serum (ng/mL)",MFA 18:1 (Octadecenoic) (gm),-0.0157
PFA 20:4 (Eicosatetraenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.4499
Bicarbonate (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.1637
Vitamin B12 (mcg),MFA 18:1 (Octadecenoic) (gm),0.3504
White blood cell count (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),0.0453
Monocyte number (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),-0.0242
Eosinophils number (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),0.0955
Selenium (mcg),MFA 18:1 (Octadecenoic) (gm),0.7118
Segmented neutrophils num (1000 cell/uL),MFA 18:1 (Octadecenoic) (gm),0.0478
PFA 18:4 (Octadecatetraenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.249
MFA 22:1 (Docosenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3265
Monocyte percent (%),MFA 18:1 (Octadecenoic) (gm),-0.0922
Mean cell hemoglobin (pg),MFA 18:1 (Octadecenoic) (gm),0.0572
Lactate dehydrogenase (U/L),MFA 18:1 (Octadecenoic) (gm),0.0143
Sodium (mg),MFA 18:1 (Octadecenoic) (gm),0.7796
Total protein (g/L),MFA 18:1 (Octadecenoic) (gm),-0.0014
Phosphorus (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0502
MFA 20:1 (Eicosenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.6887
Vitamin C (mg),MFA 18:1 (Octadecenoic) (gm),0.2067
Protein (gm),MFA 18:1 (Octadecenoic) (gm),0.7795
Magnesium (mg),MFA 18:1 (Octadecenoic) (gm),0.7046
Aspartate aminotransferase AST (U/L),MFA 18:1 (Octadecenoic) (gm),0.1374
Hemoglobin (g/dL),MFA 18:1 (Octadecenoic) (gm),0.1508
Thiamin (Vitamin B1) (mg),MFA 18:1 (Octadecenoic) (gm),0.609
Basophils number (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),-0.0155
Riboflavin (Vitamin B2) (mg),MFA 18:1 (Octadecenoic) (gm),0.6067
PFA 18:3 (Octadecatrienoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.7285
Total bilirubin (umol/L),MFA 18:1 (Octadecenoic) (gm),0.0159
SFA 16:0 (Hexadecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.8895
Vitamin B6 (mg),MFA 18:1 (Octadecenoic) (gm),0.5422
Uric acid (umol/L),MFA 18:1 (Octadecenoic) (gm),0.0921
"Iron, refrigerated serum  (umol/L)",MFA 18:1 (Octadecenoic) (gm),0.0549
Basophils percent (%),MFA 18:1 (Octadecenoic) (gm),0.0019
Lymphocyte number (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),0.0312
Total calcium (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.0244
SFA 4:0 (Butanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3975
Hematocrit (%),MFA 18:1 (Octadecenoic) (gm),0.1554
SFA 12:0 (Dodecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.4304
Total monounsaturated fatty acids (gm),MFA 18:1 (Octadecenoic) (gm),0.9868
Albumin (g/L),MFA 18:1 (Octadecenoic) (gm),0.0902
SFA 18:0 (Octadecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.8391
Zinc (mg),MFA 18:1 (Octadecenoic) (gm),0.6687
Chloride (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0713
Sodium (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0339
Glycohemoglobin (%),MFA 18:1 (Octadecenoic) (gm),0.0083
Osmolality (mmol/Kg),MFA 18:1 (Octadecenoic) (gm),0.0058
"Glucose, refrigerated serum (mmol/L)",MFA 18:1 (Octadecenoic) (gm),0.0134
SFA 14:0 (Tetradecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.595
Alkaline phosphatase (IU/L),MFA 18:1 (Octadecenoic) (gm),0.0571
Segmented neutrophils percent (%),MFA 18:1 (Octadecenoic) (gm),0.0416
PFA 18:4 (Octadecatetraenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2759
Total calcium (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.0407
Sodium (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.0221
Sodium (mg),MFA 20:1 (Eicosenoic) (gm),0.5952
Glycohemoglobin (%),MFA 20:1 (Eicosenoic) (gm),0.0388
Potassium (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.0205
Vitamin C (mg),MFA 20:1 (Eicosenoic) (gm),0.1539
SFA 10:0 (Decanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2862
Lymphocyte percent (%),MFA 20:1 (Eicosenoic) (gm),-0.0243
Selenium (mcg),MFA 20:1 (Eicosenoic) (gm),0.5024
Magnesium (mg),MFA 20:1 (Eicosenoic) (gm),0.4597
Hematocrit (%),MFA 20:1 (Eicosenoic) (gm),0.0889
Zinc (mg),MFA 20:1 (Eicosenoic) (gm),0.4292
Eosinophils percent (%),MFA 20:1 (Eicosenoic) (gm),0.0743
Eosinophils number (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),0.1064
Total fat (gm),MFA 20:1 (Eicosenoic) (gm),0.6805
Moisture (gm),MFA 20:1 (Eicosenoic) (gm),0.1597
SFA 8:0 (Octanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2587
Cholesterol (mmol/L),MFA 20:1 (Eicosenoic) (gm),-0.0345
PFA 22:5 (Docosapentaenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.3801
Lactate dehydrogenase (U/L),MFA 20:1 (Eicosenoic) (gm),0.042
Phosphorus (mmol/L),MFA 20:1 (Eicosenoic) (gm),-0.0421
Mean platelet volume (fL),MFA 20:1 (Eicosenoic) (gm),0.0046
Vitamin K (mcg),MFA 20:1 (Eicosenoic) (gm),0.3764
Albumin (g/L),MFA 20:1 (Eicosenoic) (gm),0.0812
Creatinine (umol/L),MFA 20:1 (Eicosenoic) (gm),0.1452
Theobromine (mg),MFA 20:1 (Eicosenoic) (gm),0.0905
Chloride (mmol/L),MFA 20:1 (Eicosenoic) (gm),-0.0246
Total monounsaturated fatty acids (gm),MFA 20:1 (Eicosenoic) (gm),0.6963
"Glucose, refrigerated serum (mmol/L)",MFA 20:1 (Eicosenoic) (gm),-3e-04
Red blood cell count (million cells/uL),MFA 20:1 (Eicosenoic) (gm),0.0732
SFA 14:0 (Tetradecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.3907
Mean cell hemoglobin (pg),MFA 20:1 (Eicosenoic) (gm),0.0231
Alanine aminotransferase ALT (U/L),MFA 20:1 (Eicosenoic) (gm),0.1001
SFA 6:0 (Hexanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2019
Platelet count (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),-0.0869
SFA 12:0 (Dodecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2555
PFA 20:4 (Eicosatetraenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.58
Total protein (g/L),MFA 20:1 (Eicosenoic) (gm),0.012
Aspartate aminotransferase AST (U/L),MFA 20:1 (Eicosenoic) (gm),0.1091
Total saturated fatty acids (gm),MFA 20:1 (Eicosenoic) (gm),0.5827
Retinol (mcg),MFA 20:1 (Eicosenoic) (gm),0.2902
Potassium (mg),MFA 20:1 (Eicosenoic) (gm),0.4786
"Vitamin A, RAE (mcg)",MFA 20:1 (Eicosenoic) (gm),0.2235
SFA 16:0 (Hexadecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.6159
SFA 4:0 (Butanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2961
Segmented neutrophils num (1000 cell/uL),MFA 20:1 (Eicosenoic) (gm),0.0243
Total bilirubin (umol/L),MFA 20:1 (Eicosenoic) (gm),0.0286
Total sugars (gm),MFA 20:1 (Eicosenoic) (gm),0.2544
Niacin (mg),MFA 20:1 (Eicosenoic) (gm),0.5035
SFA 18:0 (Octadecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.6161
White blood cell count (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),0.0119
Red cell distribution width (%),MFA 20:1 (Eicosenoic) (gm),-0.052
Phosphorus (mg),MFA 20:1 (Eicosenoic) (gm),0.5406
Globulin (g/L),MFA 20:1 (Eicosenoic) (gm),-0.0446
Vitamin B12 (mcg),MFA 20:1 (Eicosenoic) (gm),0.2554
Alkaline phosphatase (IU/L),MFA 20:1 (Eicosenoic) (gm),0.0693
Gamma glutamyl transferase (U/L),MFA 20:1 (Eicosenoic) (gm),0.0806
Segmented neutrophils percent (%),MFA 20:1 (Eicosenoic) (gm),0.0361
"Iron, refrigerated serum  (umol/L)",MFA 20:1 (Eicosenoic) (gm),0.0437
PFA 18:2 (Octadecadienoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.6445
Mean cell volume (fL),MFA 20:1 (Eicosenoic) (gm),0.0211
Lymphocyte number (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),-0.0094
Basophils percent (%),MFA 20:1 (Eicosenoic) (gm),0.0458
Basophils number (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),-0.0297
"Cotinine, Serum (ng/mL)",MFA 20:1 (Eicosenoic) (gm),-0.0592
PFA 20:5 (Eicosapentaenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.37
Bicarbonate (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.101
Osmolality (mmol/Kg),MFA 20:1 (Eicosenoic) (gm),0.052
Riboflavin (Vitamin B2) (mg),MFA 20:1 (Eicosenoic) (gm),0.3557
Blood urea nitrogen (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.124
Hemoglobin (g/dL),MFA 20:1 (Eicosenoic) (gm),0.0838
Uric acid (umol/L),MFA 20:1 (Eicosenoic) (gm),0.1079
PFA 22:6 (Docosahexaenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.3342
Thiamin (Vitamin B1) (mg),MFA 20:1 (Eicosenoic) (gm),0.4081
Total polyunsaturated fatty acids (gm),MFA 20:1 (Eicosenoic) (gm),0.6502
"Albumin, urine (mg/L)",MFA 20:1 (Eicosenoic) (gm),-0.114
Protein (gm),MFA 20:1 (Eicosenoic) (gm),0.5551
PFA 18:3 (Octadecatrienoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.5936
Vitamin B6 (mg),MFA 20:1 (Eicosenoic) (gm),0.3841
Monocyte percent (%),MFA 20:1 (Eicosenoic) (gm),-0.1009
Monocyte number (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),-0.0732
MFA 22:1 (Docosenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.3874
"Triglycerides, refrigerated  (mmol/L)",MFA 20:1 (Eicosenoic) (gm),-0.0178
"Albumin, urine (mg/L)",MFA 22:1 (Docosenoic) (gm),-0.041
Total calcium (mmol/L),MFA 22:1 (Docosenoic) (gm),0.0597
Albumin (g/L),MFA 22:1 (Docosenoic) (gm),0.0781
"Triglycerides, refrigerated  (mmol/L)",MFA 22:1 (Docosenoic) (gm),-0.0501
Alanine aminotransferase ALT (U/L),MFA 22:1 (Docosenoic) (gm),0.0329
SFA 8:0 (Octanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1839
Basophils percent (%),MFA 22:1 (Docosenoic) (gm),0.022
Segmented neutrophils percent (%),MFA 22:1 (Docosenoic) (gm),0.0143
Total sugars (gm),MFA 22:1 (Docosenoic) (gm),0.1519
Total monounsaturated fatty acids (gm),MFA 22:1 (Docosenoic) (gm),0.3102
Monocyte number (1000 cells/uL),MFA 22:1 (Docosenoic) (gm),-0.052
Selenium (mcg),MFA 22:1 (Docosenoic) (gm),0.1807
Lactate dehydrogenase (U/L),MFA 22:1 (Docosenoic) (gm),0.0514
PFA 22:6 (Docosahexaenoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1676
Lymphocyte percent (%),MFA 22:1 (Docosenoic) (gm),0.0077
PFA 18:4 (Octadecatetraenoic) (gm),MFA 22:1 (Docosenoic) (gm),0.3738
Eosinophils percent (%),MFA 22:1 (Docosenoic) (gm),0.0472
Vitamin B12 (mcg),MFA 22:1 (Docosenoic) (gm),0.0401
Vitamin B6 (mg),MFA 22:1 (Docosenoic) (gm),0.0174
Potassium (mmol/L),MFA 22:1 (Docosenoic) (gm),0.0163
Red cell distribution width (%),MFA 22:1 (Docosenoic) (gm),0.0118
Lymphocyte number (1000 cells/uL),MFA 22:1 (Docosenoic) (gm),-0.0432
Red blood cell count (million cells/uL),MFA 22:1 (Docosenoic) (gm),0.0318
Phosphorus (mg),MFA 22:1 (Docosenoic) (gm),0.1487
Riboflavin (Vitamin B2) (mg),MFA 22:1 (Docosenoic) (gm),0.0382
Vitamin K (mcg),MFA 22:1 (Docosenoic) (gm),0.2315
SFA 18:0 (Octadecanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.2408
"Iron, refrigerated serum  (umol/L)",MFA 22:1 (Docosenoic) (gm),-0.0323
Theobromine (mg),MFA 22:1 (Docosenoic) (gm),0.0546
SFA 16:0 (Hexadecanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.2803
PFA 22:5 (Docosapentaenoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1483
Chloride (mmol/L),MFA 22:1 (Docosenoic) (gm),0.088
Total polyunsaturated fatty acids (gm),MFA 22:1 (Docosenoic) (gm),0.3857
Sodium (mmol/L),MFA 22:1 (Docosenoic) (gm),0.0246
Mean cell hemoglobin (pg),MFA 22:1 (Docosenoic) (gm),-0.064
Vitamin C (mg),MFA 22:1 (Docosenoic) (gm),-0.0105
Thiamin (Vitamin B1) (mg),MFA 22:1 (Docosenoic) (gm),0.1347
Mean cell volume (fL),MFA 22:1 (Docosenoic) (gm),-0.0625
Total bilirubin (umol/L),MFA 22:1 (Docosenoic) (gm),-0.0477
Basophils number (1000 cells/uL),MFA 22:1 (Docosenoic) (gm),-0.0465
Hematocrit (%),MFA 22:1 (Docosenoic) (gm),-0.0102
Platelet count (1000 cells/uL),MFA 22:1 (Docosenoic) (gm),0.0083
Total saturated fatty acids (gm),MFA 22:1 (Docosenoic) (gm),0.2649
SFA 14:0 (Tetradecanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1653
Alkaline phosphatase (IU/L),MFA 22:1 (Docosenoic) (gm),0.0514
Eosinophils number (1000 cells/uL),MFA 22:1 (Docosenoic) (gm),0.0799
"Vitamin A, RAE (mcg)",MFA 22:1 (Docosenoic) (gm),0.0421
Globulin (g/L),MFA 22:1 (Docosenoic) (gm),-0.0753
Monocyte percent (%),MFA 22:1 (Docosenoic) (gm),-0.0065
Osmolality (mmol/Kg),MFA 22:1 (Docosenoic) (gm),0.0351
Aspartate aminotransferase AST (U/L),MFA 22:1 (Docosenoic) (gm),0.0274
Blood urea nitrogen (mmol/L),MFA 22:1 (Docosenoic) (gm),0.0329
Cholesterol (mmol/L),MFA 22:1 (Docosenoic) (gm),-0.036
PFA 18:2 (Octadecadienoic) (gm),MFA 22:1 (Docosenoic) (gm),0.3828
Uric acid (umol/L),MFA 22:1 (Docosenoic) (gm),0.0254
SFA 12:0 (Dodecanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1396
Gamma glutamyl transferase (U/L),MFA 22:1 (Docosenoic) (gm),0.0483
Hemoglobin (g/dL),MFA 22:1 (Docosenoic) (gm),-0.0182
Magnesium (mg),MFA 22:1 (Docosenoic) (gm),0.105
Mean platelet volume (fL),MFA 22:1 (Docosenoic) (gm),-0.0482
PFA 18:3 (Octadecatrienoic) (gm),MFA 22:1 (Docosenoic) (gm),0.3615
SFA 6:0 (Hexanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.0871
Niacin (mg),MFA 22:1 (Docosenoic) (gm),0.1425
SFA 10:0 (Decanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1609
Retinol (mcg),MFA 22:1 (Docosenoic) (gm),-0.0086
Total fat (gm),MFA 22:1 (Docosenoic) (gm),0.3342
Segmented neutrophils num (1000 cell/uL),MFA 22:1 (Docosenoic) (gm),-0.0268
Potassium (mg),MFA 22:1 (Docosenoic) (gm),0.1437
Sodium (mg),MFA 22:1 (Docosenoic) (gm),0.2594
PFA 20:4 (Eicosatetraenoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1965
Zinc (mg),MFA 22:1 (Docosenoic) (gm),0.088
Glycohemoglobin (%),MFA 22:1 (Docosenoic) (gm),0.0892
Total protein (g/L),MFA 22:1 (Docosenoic) (gm),-0.0258
Phosphorus (mmol/L),MFA 22:1 (Docosenoic) (gm),-0.0281
PFA 20:5 (Eicosapentaenoic) (gm),MFA 22:1 (Docosenoic) (gm),0.248
White blood cell count (1000 cells/uL),MFA 22:1 (Docosenoic) (gm),-0.0493
Creatinine (umol/L),MFA 22:1 (Docosenoic) (gm),0.0612
SFA 4:0 (Butanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.0752
Protein (gm),MFA 22:1 (Docosenoic) (gm),0.1467
Bicarbonate (mmol/L),MFA 22:1 (Docosenoic) (gm),0.0284
Moisture (gm),MFA 22:1 (Docosenoic) (gm),0.0371
"Glucose, refrigerated serum (mmol/L)",MFA 22:1 (Docosenoic) (gm),-0.0174
"Cotinine, Serum (ng/mL)",MFA 22:1 (Docosenoic) (gm),-0.0612
"Iron, refrigerated serum  (umol/L)",Magnesium (mg),0.0785
Total protein (g/L),Magnesium (mg),0.0389
"Triglycerides, refrigerated  (mmol/L)",Magnesium (mg),0.0572
Platelet count (1000 cells/uL),Magnesium (mg),-0.0929
"Glucose, refrigerated serum (mmol/L)",Magnesium (mg),-0.0193
Phosphorus (mmol/L),Magnesium (mg),-0.0145
Segmented neutrophils num (1000 cell/uL),Magnesium (mg),0.0228
Riboflavin (Vitamin B2) (mg),Magnesium (mg),0.7665
PFA 18:3 (Octadecatrienoic) (gm),Magnesium (mg),0.5254
Total polyunsaturated fatty acids (gm),Magnesium (mg),0.6052
Total saturated fatty acids (gm),Magnesium (mg),0.6376
SFA 8:0 (Octanoic) (gm),Magnesium (mg),0.3384
