var_from,var_to,corr
PFA 18:2 (Octadecadienoic) (gm),Lutein + zeaxanthin (mcg),0.5687
Zinc (mg),Lutein + zeaxanthin (mcg),0.4215
Osmolality (mmol/Kg),Lutein + zeaxanthin (mcg),-0.0068
Total fat (gm),Lutein + zeaxanthin (mcg),0.5738
Hematocrit (%),Lutein + zeaxanthin (mcg),0.0098
Potassium (mg),Lutein + zeaxanthin (mcg),0.4689
Albumin (g/L),Lutein + zeaxanthin (mcg),0.0503
Mean platelet volume (fL),Lutein + zeaxanthin (mcg),-0.0098
Phosphorus (mg),Lutein + zeaxanthin (mcg),0.394
Riboflavin (Vitamin B2) (mg),Lutein + zeaxanthin (mcg),0.3698
"Vitamin A, RAE (mcg)",Lutein + zeaxanthin (mcg),0.5345
PFA 18:4 (Octadecatetraenoic) (gm),Lutein + zeaxanthin (mcg),-0.0054
SFA 6:0 (Hexanoic) (gm),Lutein + zeaxanthin (mcg),0.2553
Globulin (g/L),Lutein + zeaxanthin (mcg),-0.0154
Hemoglobin (g/dL),Lutein + zeaxanthin (mcg),9e-04
Total protein (g/L),Lutein + zeaxanthin (mcg),0.0246
PFA 20:5 (Eicosapentaenoic) (gm),Lutein + zeaxanthin (mcg),0.1508
Monocyte percent (%),Lutein + zeaxanthin (mcg),0.0019
Basophils percent (%),Lutein + zeaxanthin (mcg),-0.0282
PFA 20:4 (Eicosatetraenoic) (gm),Lutein + zeaxanthin (mcg),0.2211
Monocyte number,Lutein + zeaxanthin (mcg),0.0218
MFA 18:1 (Octadecenoic) (gm),Lutein + zeaxanthin (mcg),0.5479
Total polyunsaturated fatty acids (gm),Lutein + zeaxanthin (mcg),0.5786
SFA 12:0 (Dodecanoic) (gm),Lutein + zeaxanthin (mcg),0.3353
Cotinine (ng/mL),Lutein + zeaxanthin (mcg),-0.1504
Vitamin B6 (mg),Lutein + zeaxanthin (mcg),0.403
SFA 4:0 (Butanoic) (gm),Lutein + zeaxanthin (mcg),0.2656
Potassium (mmol/L),Lutein + zeaxanthin (mcg),-0.0107
Creatinine (umol/L),Lutein + zeaxanthin (mcg),-0.0205
Selenium (mcg),Lutein + zeaxanthin (mcg),0.3924
Thiamin (Vitamin B1) (mg),Lutein + zeaxanthin (mcg),0.4349
SFA 10:0 (Decanoic) (gm),Lutein + zeaxanthin (mcg),0.3179
Glycohemoglobin (%),Lutein + zeaxanthin (mcg),-0.029
Gamma glutamyl transferase (U/L),Lutein + zeaxanthin (mcg),-0.0104
Alanine aminotransferase ALT (U/L),Lutein + zeaxanthin (mcg),0.0256
Aspartate aminotransferase AST (U/L),Lutein + zeaxanthin (mcg),0.0407
Mean cell volume (fL),Lutein + zeaxanthin (mcg),0.0565
Vitamin K (mcg),Lutein + zeaxanthin (mcg),0.6927
SFA 16:0 (Hexadecanoic) (gm),Lutein + zeaxanthin (mcg),0.5541
"Iron, refigerated (umol/L)",Lutein + zeaxanthin (mcg),-0.0104
Platelet count SI (1000 cells/uL),Lutein + zeaxanthin (mcg),-0.0212
SFA 14:0 (Tetradecanoic) (gm),Lutein + zeaxanthin (mcg),0.4356
MFA 16:1 (Hexadecenoic) (gm),Lutein + zeaxanthin (mcg),0.3845
MFA 20:1 (Eicosenoic) (gm),Lutein + zeaxanthin (mcg),0.3074
Magnesium (mg),Lutein + zeaxanthin (mcg),0.4688
Vitamin C (mg),Lutein + zeaxanthin (mcg),0.5488
"Albumin, urine (mg/L) SI",Lutein + zeaxanthin (mcg),-0.0647
Basophils number,Lutein + zeaxanthin (mcg),-0.0232
Sodium (mg),Lutein + zeaxanthin (mcg),0.445
Bicarbonate (mmol/L),Lutein + zeaxanthin (mcg),0.0242
Red cell distribution width (%),Lutein + zeaxanthin (mcg),-0.0604
Cholesterol (mmol/L),Lutein + zeaxanthin (mcg),-0.0297
Blood urea nitrogen (mmol/L),Lutein + zeaxanthin (mcg),0.0178
Protein (gm),Lutein + zeaxanthin (mcg),0.437
Lactate dehydrogenase LDH (U/L),Lutein + zeaxanthin (mcg),-0.0388
Uric acid (umol/L),Lutein + zeaxanthin (mcg),-0.095
Theobromine (mg),Lutein + zeaxanthin (mcg),0.0614
Total sugars (gm),Lutein + zeaxanthin (mcg),0.2958
White blood cell count (1000 cells/uL),Lutein + zeaxanthin (mcg),0.0184
PFA 22:6 (Docosahexaenoic) (gm),Lutein + zeaxanthin (mcg),0.2462
Total monounsaturated fatty acids (gm),Lutein + zeaxanthin (mcg),0.5473
Triglycerides (mmol/L),Lutein + zeaxanthin (mcg),-0.0395
Lymphocyte number,Lutein + zeaxanthin (mcg),-0.0083
"Glucose, serum (mmol/L)",Lutein + zeaxanthin (mcg),-0.0569
Retinol (mcg),Lutein + zeaxanthin (mcg),0.2475
Phosphorus (mmol/L),Lutein + zeaxanthin (mcg),0.0303
MFA 22:1 (Docosenoic) (gm),Lutein + zeaxanthin (mcg),0.2074
"Bilirubin, total (umol/L)",Lutein + zeaxanthin (mcg),-2e-04
PFA 18:3 (Octadecatrienoic) (gm),Lutein + zeaxanthin (mcg),0.5863
Mean cell hemoglobin (pg),Lutein + zeaxanthin (mcg),0.0347
Moisture (gm),Lutein + zeaxanthin (mcg),0.297
Vitamin B12 (mcg),Lutein + zeaxanthin (mcg),0.2588
Total calcium (mmol/L),Lutein + zeaxanthin (mcg),0.0419
Sodium (mmol/L),Lutein + zeaxanthin (mcg),-0.0067
Segmented neutrophils percent (%),Lutein + zeaxanthin (mcg),0.0099
SFA 8:0 (Octanoic) (gm),Lutein + zeaxanthin (mcg),0.2415
Eosinophils number,Lutein + zeaxanthin (mcg),0.0411
Niacin (mg),Lutein + zeaxanthin (mcg),0.3559
Total saturated fatty acids (gm),Lutein + zeaxanthin (mcg),0.5421
Red blood cell count (million cells/uL),Lutein + zeaxanthin (mcg),-0.0234
Lymphocyte percent (%),Lutein + zeaxanthin (mcg),-0.0262
Alkaline phosphotase (U/L),Lutein + zeaxanthin (mcg),-0.0248
MFA 18:1 (Octadecenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.752
Total protein (g/L),MFA 16:1 (Hexadecenoic) (gm),0.014
Moisture (gm),MFA 16:1 (Hexadecenoic) (gm),0.3027
Triglycerides (mmol/L),MFA 16:1 (Hexadecenoic) (gm),-0.0867
Osmolality (mmol/Kg),MFA 16:1 (Hexadecenoic) (gm),0.0695
Mean cell volume (fL),MFA 16:1 (Hexadecenoic) (gm),0.0237
SFA 10:0 (Decanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4593
Vitamin C (mg),MFA 16:1 (Hexadecenoic) (gm),0.2531
Albumin (g/L),MFA 16:1 (Hexadecenoic) (gm),0.0954
Monocyte percent (%),MFA 16:1 (Hexadecenoic) (gm),0.0603
PFA 20:5 (Eicosapentaenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.1388
SFA 6:0 (Hexanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.3718
Basophils percent (%),MFA 16:1 (Hexadecenoic) (gm),-0.0134
Vitamin B12 (mcg),MFA 16:1 (Hexadecenoic) (gm),0.4313
Vitamin B6 (mg),MFA 16:1 (Hexadecenoic) (gm),0.3678
Magnesium (mg),MFA 16:1 (Hexadecenoic) (gm),0.4137
PFA 18:3 (Octadecatrienoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.6163
SFA 16:0 (Hexadecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.7881
Segmented neutrophils number,MFA 16:1 (Hexadecenoic) (gm),-0.0148
White blood cell count (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),-0.0149
Monocyte number,MFA 16:1 (Hexadecenoic) (gm),0.0408
Lactate dehydrogenase LDH (U/L),MFA 16:1 (Hexadecenoic) (gm),0.0342
SFA 12:0 (Dodecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4185
Eosinophils percent (%),MFA 16:1 (Hexadecenoic) (gm),0.0197
SFA 4:0 (Butanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.3744
MFA 22:1 (Docosenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.1933
Phosphorus (mg),MFA 16:1 (Hexadecenoic) (gm),0.5317
"Bilirubin, total (umol/L)",MFA 16:1 (Hexadecenoic) (gm),0.042
"Albumin, urine (mg/L) SI",MFA 16:1 (Hexadecenoic) (gm),-0.0399
PFA 22:5 (Docosapentaenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.0823
Mean platelet volume (fL),MFA 16:1 (Hexadecenoic) (gm),0.0037
Retinol (mcg),MFA 16:1 (Hexadecenoic) (gm),0.4539
SFA 18:0 (Octadecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.7779
Red blood cell count (million cells/uL),MFA 16:1 (Hexadecenoic) (gm),0.0951
Zinc (mg),MFA 16:1 (Hexadecenoic) (gm),0.5611
Cotinine (ng/mL),MFA 16:1 (Hexadecenoic) (gm),-0.0871
"Iron, refigerated (umol/L)",MFA 16:1 (Hexadecenoic) (gm),0.0309
Niacin (mg),MFA 16:1 (Hexadecenoic) (gm),0.4493
Total monounsaturated fatty acids (gm),MFA 16:1 (Hexadecenoic) (gm),0.762
"Vitamin A, RAE (mcg)",MFA 16:1 (Hexadecenoic) (gm),0.4686
PFA 18:4 (Octadecatetraenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.0075
Gamma glutamyl transferase (U/L),MFA 16:1 (Hexadecenoic) (gm),0.0136
Globulin (g/L),MFA 16:1 (Hexadecenoic) (gm),-0.0581
PFA 22:6 (Docosahexaenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.1517
SFA 8:0 (Octanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.3427
Lymphocyte number,MFA 16:1 (Hexadecenoic) (gm),-0.0241
Creatinine (umol/L),MFA 16:1 (Hexadecenoic) (gm),0.0767
Potassium (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.0489
Uric acid (umol/L),MFA 16:1 (Hexadecenoic) (gm),0.0709
Glycohemoglobin (%),MFA 16:1 (Hexadecenoic) (gm),-0.0262
Riboflavin (Vitamin B2) (mg),MFA 16:1 (Hexadecenoic) (gm),0.4232
Total polyunsaturated fatty acids (gm),MFA 16:1 (Hexadecenoic) (gm),0.5983
Total sugars (gm),MFA 16:1 (Hexadecenoic) (gm),0.3078
"Glucose, serum (mmol/L)",MFA 16:1 (Hexadecenoic) (gm),-0.0144
Phosphorus (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.0453
Red cell distribution width (%),MFA 16:1 (Hexadecenoic) (gm),-0.0436
Segmented neutrophils percent (%),MFA 16:1 (Hexadecenoic) (gm),-0.0081
Vitamin K (mcg),MFA 16:1 (Hexadecenoic) (gm),0.493
Alkaline phosphotase (U/L),MFA 16:1 (Hexadecenoic) (gm),0.0543
Eosinophils number,MFA 16:1 (Hexadecenoic) (gm),0.0171
Protein (gm),MFA 16:1 (Hexadecenoic) (gm),0.6223
Theobromine (mg),MFA 16:1 (Hexadecenoic) (gm),0.0629
Basophils number,MFA 16:1 (Hexadecenoic) (gm),-0.0063
Chloride (mmol/L),MFA 16:1 (Hexadecenoic) (gm),-0.0256
Mean cell hemoglobin (pg),MFA 16:1 (Hexadecenoic) (gm),0.0195
PFA 20:4 (Eicosatetraenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.4751
Cholesterol (mmol/L),MFA 16:1 (Hexadecenoic) (gm),-0.033
Blood urea nitrogen (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.119
MFA 20:1 (Eicosenoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.5953
Bicarbonate (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.0174
Sodium (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.0372
Potassium (mg),MFA 16:1 (Hexadecenoic) (gm),0.432
Sodium (mg),MFA 16:1 (Hexadecenoic) (gm),0.5728
Hematocrit (%),MFA 16:1 (Hexadecenoic) (gm),0.1066
Total calcium (mmol/L),MFA 16:1 (Hexadecenoic) (gm),0.0773
Alanine aminotransferase ALT (U/L),MFA 16:1 (Hexadecenoic) (gm),0.0569
Hemoglobin (g/dL),MFA 16:1 (Hexadecenoic) (gm),0.1064
SFA 14:0 (Tetradecanoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.7188
Selenium (mcg),MFA 16:1 (Hexadecenoic) (gm),0.5161
Total fat (gm),MFA 16:1 (Hexadecenoic) (gm),0.7493
Lymphocyte percent (%),MFA 16:1 (Hexadecenoic) (gm),-0.0094
Total saturated fatty acids (gm),MFA 16:1 (Hexadecenoic) (gm),0.7795
Aspartate aminotransferase AST (U/L),MFA 16:1 (Hexadecenoic) (gm),0.0689
Platelet count SI (1000 cells/uL),MFA 16:1 (Hexadecenoic) (gm),-0.0374
Thiamin (Vitamin B1) (mg),MFA 16:1 (Hexadecenoic) (gm),0.3928
PFA 18:2 (Octadecadienoic) (gm),MFA 16:1 (Hexadecenoic) (gm),0.5866
Mean platelet volume (fL),MFA 18:1 (Octadecenoic) (gm),0.0259
SFA 10:0 (Decanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3997
Red cell distribution width (%),MFA 18:1 (Octadecenoic) (gm),-0.0458
Mean cell volume (fL),MFA 18:1 (Octadecenoic) (gm),0.0416
Alanine aminotransferase ALT (U/L),MFA 18:1 (Octadecenoic) (gm),0.0114
Cholesterol (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0746
Retinol (mcg),MFA 18:1 (Octadecenoic) (gm),0.4072
Total sugars (gm),MFA 18:1 (Octadecenoic) (gm),0.443
Total polyunsaturated fatty acids (gm),MFA 18:1 (Octadecenoic) (gm),0.8986
"Vitamin A, RAE (mcg)",MFA 18:1 (Octadecenoic) (gm),0.6168
Lymphocyte percent (%),MFA 18:1 (Octadecenoic) (gm),-0.0148
Globulin (g/L),MFA 18:1 (Octadecenoic) (gm),-0.0587
PFA 22:5 (Docosapentaenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.059
Eosinophils percent (%),MFA 18:1 (Octadecenoic) (gm),0.0464
Moisture (gm),MFA 18:1 (Octadecenoic) (gm),0.3636
Platelet count SI (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),-0.0847
PFA 18:2 (Octadecadienoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.8908
Theobromine (mg),MFA 18:1 (Octadecenoic) (gm),0.1066
Phosphorus (mg),MFA 18:1 (Octadecenoic) (gm),0.5876
Creatinine (umol/L),MFA 18:1 (Octadecenoic) (gm),0.061
"Albumin, urine (mg/L) SI",MFA 18:1 (Octadecenoic) (gm),-0.0369
PFA 22:6 (Docosahexaenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.153
PFA 20:5 (Eicosapentaenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.1583
Potassium (mg),MFA 18:1 (Octadecenoic) (gm),0.5272
Blood urea nitrogen (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.0935
Triglycerides (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.1105
SFA 6:0 (Hexanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3561
Potassium (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.0575
Total fat (gm),MFA 18:1 (Octadecenoic) (gm),0.9878
Red blood cell count (million cells/uL),MFA 18:1 (Octadecenoic) (gm),0.0378
SFA 8:0 (Octanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3295
Vitamin K (mcg),MFA 18:1 (Octadecenoic) (gm),0.7633
Niacin (mg),MFA 18:1 (Octadecenoic) (gm),0.5111
Gamma glutamyl transferase (U/L),MFA 18:1 (Octadecenoic) (gm),-0.0234
Total saturated fatty acids (gm),MFA 18:1 (Octadecenoic) (gm),0.9499
Cotinine (ng/mL),MFA 18:1 (Octadecenoic) (gm),-0.0982
PFA 20:4 (Eicosatetraenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3341
Bicarbonate (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.0074
Vitamin B12 (mcg),MFA 18:1 (Octadecenoic) (gm),0.4134
White blood cell count (1000 cells/uL),MFA 18:1 (Octadecenoic) (gm),-0.0282
Monocyte number,MFA 18:1 (Octadecenoic) (gm),0.0403
Eosinophils number,MFA 18:1 (Octadecenoic) (gm),0.0025
Selenium (mcg),MFA 18:1 (Octadecenoic) (gm),0.5534
Segmented neutrophils number,MFA 18:1 (Octadecenoic) (gm),-0.0218
PFA 18:4 (Octadecatetraenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.093
MFA 22:1 (Docosenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.2024
Monocyte percent (%),MFA 18:1 (Octadecenoic) (gm),0.073
Mean cell hemoglobin (pg),MFA 18:1 (Octadecenoic) (gm),0.035
Lactate dehydrogenase LDH (U/L),MFA 18:1 (Octadecenoic) (gm),-0.006
Sodium (mg),MFA 18:1 (Octadecenoic) (gm),0.6476
Total protein (g/L),MFA 18:1 (Octadecenoic) (gm),-0.0316
Phosphorus (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0042
MFA 20:1 (Eicosenoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.5252
Vitamin C (mg),MFA 18:1 (Octadecenoic) (gm),0.3678
Protein (gm),MFA 18:1 (Octadecenoic) (gm),0.6571
Magnesium (mg),MFA 18:1 (Octadecenoic) (gm),0.5317
Aspartate aminotransferase AST (U/L),MFA 18:1 (Octadecenoic) (gm),0.0514
Hemoglobin (g/dL),MFA 18:1 (Octadecenoic) (gm),0.061
Thiamin (Vitamin B1) (mg),MFA 18:1 (Octadecenoic) (gm),0.4943
Basophils number,MFA 18:1 (Octadecenoic) (gm),0.0137
Riboflavin (Vitamin B2) (mg),MFA 18:1 (Octadecenoic) (gm),0.4858
PFA 18:3 (Octadecatrienoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.8711
"Bilirubin, total (umol/L)",MFA 18:1 (Octadecenoic) (gm),0.0247
SFA 16:0 (Hexadecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.9634
Vitamin B6 (mg),MFA 18:1 (Octadecenoic) (gm),0.4241
Uric acid (umol/L),MFA 18:1 (Octadecenoic) (gm),0.011
"Iron, refigerated (umol/L)",MFA 18:1 (Octadecenoic) (gm),-0.0069
Basophils percent (%),MFA 18:1 (Octadecenoic) (gm),-0.0206
Lymphocyte number,MFA 18:1 (Octadecenoic) (gm),-0.0423
Total calcium (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.0298
SFA 4:0 (Butanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.3486
Hematocrit (%),MFA 18:1 (Octadecenoic) (gm),0.0608
SFA 12:0 (Dodecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.4536
Total monounsaturated fatty acids (gm),MFA 18:1 (Octadecenoic) (gm),0.9993
Albumin (g/L),MFA 18:1 (Octadecenoic) (gm),0.031
SFA 18:0 (Octadecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.9607
Zinc (mg),MFA 18:1 (Octadecenoic) (gm),0.5787
Chloride (mmol/L),MFA 18:1 (Octadecenoic) (gm),-0.0071
Sodium (mmol/L),MFA 18:1 (Octadecenoic) (gm),0.0285
Glycohemoglobin (%),MFA 18:1 (Octadecenoic) (gm),-0.0478
Osmolality (mmol/Kg),MFA 18:1 (Octadecenoic) (gm),0.0515
"Glucose, serum (mmol/L)",MFA 18:1 (Octadecenoic) (gm),-0.0332
SFA 14:0 (Tetradecanoic) (gm),MFA 18:1 (Octadecenoic) (gm),0.7543
Alkaline phosphotase (U/L),MFA 18:1 (Octadecenoic) (gm),0.0216
Segmented neutrophils percent (%),MFA 18:1 (Octadecenoic) (gm),-0.0033
PFA 18:4 (Octadecatetraenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.0948
Total calcium (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.0446
Sodium (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.003
Sodium (mg),MFA 20:1 (Eicosenoic) (gm),0.4492
Glycohemoglobin (%),MFA 20:1 (Eicosenoic) (gm),-0.0478
Potassium (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.0829
Vitamin C (mg),MFA 20:1 (Eicosenoic) (gm),0.2337
SFA 10:0 (Decanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.4401
Lymphocyte percent (%),MFA 20:1 (Eicosenoic) (gm),0.0061
Selenium (mcg),MFA 20:1 (Eicosenoic) (gm),0.47
Magnesium (mg),MFA 20:1 (Eicosenoic) (gm),0.4279
Hematocrit (%),MFA 20:1 (Eicosenoic) (gm),0.0318
Zinc (mg),MFA 20:1 (Eicosenoic) (gm),0.4624
Eosinophils percent (%),MFA 20:1 (Eicosenoic) (gm),0.0024
Eosinophils number,MFA 20:1 (Eicosenoic) (gm),-0.0047
Total fat (gm),MFA 20:1 (Eicosenoic) (gm),0.5213
Moisture (gm),MFA 20:1 (Eicosenoic) (gm),0.2236
SFA 8:0 (Octanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.3406
Cholesterol (mmol/L),MFA 20:1 (Eicosenoic) (gm),-0.062
PFA 22:5 (Docosapentaenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.1532
Lactate dehydrogenase LDH (U/L),MFA 20:1 (Eicosenoic) (gm),0.035
Phosphorus (mmol/L),MFA 20:1 (Eicosenoic) (gm),-0.0058
Mean platelet volume (fL),MFA 20:1 (Eicosenoic) (gm),-0.0126
Vitamin K (mcg),MFA 20:1 (Eicosenoic) (gm),0.3981
Albumin (g/L),MFA 20:1 (Eicosenoic) (gm),-0.001
Creatinine (umol/L),MFA 20:1 (Eicosenoic) (gm),0.063
Theobromine (mg),MFA 20:1 (Eicosenoic) (gm),0.0695
Chloride (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.057
Total monounsaturated fatty acids (gm),MFA 20:1 (Eicosenoic) (gm),0.5299
"Glucose, serum (mmol/L)",MFA 20:1 (Eicosenoic) (gm),-0.0047
Red blood cell count (million cells/uL),MFA 20:1 (Eicosenoic) (gm),-0.0335
SFA 14:0 (Tetradecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.4965
Mean cell hemoglobin (pg),MFA 20:1 (Eicosenoic) (gm),0.1203
Alanine aminotransferase ALT (U/L),MFA 20:1 (Eicosenoic) (gm),0.0757
SFA 6:0 (Hexanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.4444
Platelet count SI (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),-0.0884
SFA 12:0 (Dodecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.4407
PFA 20:4 (Eicosatetraenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.5207
Total protein (g/L),MFA 20:1 (Eicosenoic) (gm),-0.071
Aspartate aminotransferase AST (U/L),MFA 20:1 (Eicosenoic) (gm),0.051
Total saturated fatty acids (gm),MFA 20:1 (Eicosenoic) (gm),0.522
Retinol (mcg),MFA 20:1 (Eicosenoic) (gm),0.3013
Potassium (mg),MFA 20:1 (Eicosenoic) (gm),0.4366
"Vitamin A, RAE (mcg)",MFA 20:1 (Eicosenoic) (gm),0.2824
SFA 16:0 (Hexadecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.5433
SFA 4:0 (Butanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.4579
Segmented neutrophils number,MFA 20:1 (Eicosenoic) (gm),-0.0278
"Bilirubin, total (umol/L)",MFA 20:1 (Eicosenoic) (gm),0.0163
Total sugars (gm),MFA 20:1 (Eicosenoic) (gm),0.228
Niacin (mg),MFA 20:1 (Eicosenoic) (gm),0.4015
SFA 18:0 (Octadecanoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.5129
White blood cell count (1000 cells/uL),MFA 20:1 (Eicosenoic) (gm),-0.033
Red cell distribution width (%),MFA 20:1 (Eicosenoic) (gm),-0.0658
Phosphorus (mg),MFA 20:1 (Eicosenoic) (gm),0.4646
Globulin (g/L),MFA 20:1 (Eicosenoic) (gm),-0.074
Vitamin B12 (mcg),MFA 20:1 (Eicosenoic) (gm),0.5504
Alkaline phosphotase (U/L),MFA 20:1 (Eicosenoic) (gm),0.0336
Gamma glutamyl transferase (U/L),MFA 20:1 (Eicosenoic) (gm),-0.0269
Segmented neutrophils percent (%),MFA 20:1 (Eicosenoic) (gm),-0.0103
"Iron, refigerated (umol/L)",MFA 20:1 (Eicosenoic) (gm),-0.0081
PFA 18:2 (Octadecadienoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.4726
Mean cell volume (fL),MFA 20:1 (Eicosenoic) (gm),0.1175
Lymphocyte number,MFA 20:1 (Eicosenoic) (gm),-0.0286
Basophils percent (%),MFA 20:1 (Eicosenoic) (gm),-0.0258
Basophils number,MFA 20:1 (Eicosenoic) (gm),-0.0261
Cotinine (ng/mL),MFA 20:1 (Eicosenoic) (gm),-0.093
PFA 20:5 (Eicosapentaenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.1839
Bicarbonate (mmol/L),MFA 20:1 (Eicosenoic) (gm),-0.0812
Osmolality (mmol/Kg),MFA 20:1 (Eicosenoic) (gm),0.0387
Riboflavin (Vitamin B2) (mg),MFA 20:1 (Eicosenoic) (gm),0.34
Blood urea nitrogen (mmol/L),MFA 20:1 (Eicosenoic) (gm),0.0909
Hemoglobin (g/dL),MFA 20:1 (Eicosenoic) (gm),0.0494
Uric acid (umol/L),MFA 20:1 (Eicosenoic) (gm),0.07
PFA 22:6 (Docosahexaenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2064
Thiamin (Vitamin B1) (mg),MFA 20:1 (Eicosenoic) (gm),0.3241
Total polyunsaturated fatty acids (gm),MFA 20:1 (Eicosenoic) (gm),0.4778
"Albumin, urine (mg/L) SI",MFA 20:1 (Eicosenoic) (gm),-0.0498
Protein (gm),MFA 20:1 (Eicosenoic) (gm),0.5109
PFA 18:3 (Octadecatrienoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.4415
Vitamin B6 (mg),MFA 20:1 (Eicosenoic) (gm),0.3408
Monocyte percent (%),MFA 20:1 (Eicosenoic) (gm),0.0466
Monocyte number,MFA 20:1 (Eicosenoic) (gm),0.0089
MFA 22:1 (Docosenoic) (gm),MFA 20:1 (Eicosenoic) (gm),0.2673
Triglycerides (mmol/L),MFA 20:1 (Eicosenoic) (gm),-0.0571
"Albumin, urine (mg/L) SI",MFA 22:1 (Docosenoic) (gm),-0.0139
Total calcium (mmol/L),MFA 22:1 (Docosenoic) (gm),0.013
Albumin (g/L),MFA 22:1 (Docosenoic) (gm),0.0206
Triglycerides (mmol/L),MFA 22:1 (Docosenoic) (gm),-0.1195
Alanine aminotransferase ALT (U/L),MFA 22:1 (Docosenoic) (gm),0.0254
SFA 8:0 (Octanoic) (gm),MFA 22:1 (Docosenoic) (gm),0.1112
Basophils percent (%),MFA 22:1 (Docosenoic) (gm),-0.0118
Segmented neutrophils percent (%),MFA 22:1 (Docosenoic) (gm),-0.0275
Total sugars (gm),MFA 22:1 (Docosenoic) (gm),0.1236
Total monounsaturated fatty acids (gm),MFA 22:1 (Docosenoic) (gm),0.2053
Monocyte number,MFA 22:1 (Docosenoic) (gm),0.0215
Selenium (mcg),MFA 22:1 (Docosenoic) (gm),0.205
Lactate dehydrogenase LDH (U/L),MFA 22:1 (Docosenoic) (gm),0.0236
PFA 22:6 (Docosahexaenoic) (gm),MFA 22:1 (Docosenoic) (gm),0.384
Lymphocyte percent (%),MFA 22:1 (Docosenoic) (gm),0.0068
PFA 18:4 (Octadecatetraenoic) (gm),MFA 22:1 (Docosenoic) (gm),0.0753
Eosinophils percent (%),MFA 22:1 (Docosenoic) (gm),0.0819
